Tipo de dato,Dirección,Dirección auxiliar,Tipo de vía,Nombre de la vía,Tipo de número,Número,Distrito,Código de distrito,Latitud (geo),Longitud (geo),X (UTM),Y (UTM),Google Maps,Día de la semana,Turno,Hora de inicio,Hora de fin,Residuos admisibles
Punto limpio móvil,"Calle Arrieta, 15",,Calle,Arrieta,P,15,Centro,1,40.41918013,-3.711069993,439675.8008,4474526.499,https://goo.gl/maps/w4y1woxHyhGsQCZv9,Martes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Barquillo, 7",,Calle,Barquillo,P,7,Centro,1,40.42083,-3.69581,440971.8478,4474699.329,https://goo.gl/maps/hsHdwffQauSr7Y4aA,Sábado,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza Cebada, 5-7",,Plaza,Cebada,P,5-7,Centro,1,40.41132,-3.70927,439790.022,4473664.083,https://goo.gl/maps/5r6sz7QbmnXoXr8B9,Sábado,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Conde Duque, 30",,Calle,Conde Duque,P,30,Centro,1,40.42779649,-3.710134496,439762.852,4475482.275,https://goo.gl/maps/jGjBMu8PS57ZCmaG9,Martes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Glorieta Embajadores, 10",Esquina Calle Embajadores,Glorieta,Embajadores,P,10,Centro,1,40.40532,-3.70286,440360.0731,4472982.46,https://goo.gl/maps/Q1UWpobP3KfTyDSh8,Sábado,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Espíritu Santo, 26",Entre los números 26 y 28 (zona de carga y descarga),Calle,Espíritu Santo,P,26,Centro,1,40.42546013,-3.703639993,440311.6872,4475218.531,https://goo.gl/maps/uWkwCSk8FyKt47k3A,Sábado,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza Lavapiés, 8",Zona de carga y descarga,Plaza,Lavapiés,P,8,Centro,1,40.40868013,-3.701249994,440499.6469,4473354.346,,Sábado,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Lope de Vega,Frente al número 36,Calle,Lope de Vega,P,S/N,Centro,1,40.41438013,-3.697449994,440827.0687,4473984.492,https://goo.gl/maps/EFj65q8ucc6CY2Et7,Sábado,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza Mayor, 29-30",Salida Calle Ciudad Rodrigo,Plaza,Mayor,P,29-30,Centro,1,40.41574723,-3.706902053,440026.346,4474142.611,,Sábado,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Príncipe, 18",,Calle,Príncipe,P,18,Centro,1,40.41528547,-3.700364984,440580.55,4474086.94,https://goo.gl/maps/KiKKZ6x7jNVcx49DA,Martes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Ribera de Curtidores, 37A, 37B y 37C",,Calle,Ribera de Curtidores,P,"37A, 37B y 37C",Centro,1,40.40656682,-3.707154966,439996.735,4473123.762,https://goo.gl/maps/jKvzJjt2WLoBHpaP6,Martes,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Glorieta Ruíz Jiménez, 8",,Glorieta,Ruíz Jiménez,P,8,Centro,1,40.42924193,-3.705722844,440138.355,4475639.72,https://goo.gl/maps/jC96v18jidiyDNcG6,Martes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza Santa Bárbara, 5",,Plaza,Santa Bárbara,P,5,Centro,1,40.42748313,-3.696388041,440928.63,4475438.21,,Martes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Santa Isabel, 47",,Calle,Santa Isabel,P,47,Centro,1,40.40958069,-3.696127206,440935.101,4473450.872,https://goo.gl/maps/jrMy4KLHSRpFJicAA,Martes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Segovia, 20",,Calle,Segovia,P,20,Centro,1,40.41397013,-3.712239993,439571.8809,4473948.99,https://goo.gl/maps/oWQY9oYVm3vqaZiz7,Martes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Silva, 25",,Calle,Silva,P,25,Centro,1,40.4218911,-3.705691,440134.5,4474823.78,https://goo.gl/maps/VFLh7j4Vt9TgtGhD7,Sábado,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza Tirso de Molina, 16",Zona de carga y descarga,Plaza,Tirso de Molina,P,16,Centro,1,40.41259013,-3.704569993,440221.4059,4473790.594,https://goo.gl/maps/enH2do3NNP6R6r9EA,Sábado,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Arganda, 2",Frente al número 2,Calle,Arganda,P,2,Arganzuela,2,40.399104,-3.709351,439813.61,4472287.38,https://goo.gl/maps/vfkKwKzh38w9AcEk9,Martes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Bustamante, 16",Edificio Ayuntamiento de Madrid,Calle,Bustamante,P,16,Arganzuela,2,40.40046014,-3.688261871,441594.58,4472433.27,https://goo.gl/maps/46a62zrKugFiZAGt7,Jueves,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo Chopera, 12",,Paseo,Chopera,P,12,Arganzuela,2,40.39317945,-3.698067172,440756.121,4471631.644,https://goo.gl/maps/bBSmZXK7o3E6tUu39,Sábado,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Cobre,Frente al número 5,Calle,Cobre,P,S/N,Arganzuela,2,40.39373013,-3.689229994,441506.6011,4471686.885,https://goo.gl/maps/mJnrT377bHTyQduM7,Martes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo Delicias, 68",,Paseo,Delicias,P,68,Arganzuela,2,40.39936013,-3.694309994,441080.3775,4472315.183,https://goo.gl/maps/ogz3E1t6a8xkGotG6,Martes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo Delicias, 24",,Paseo,Delicias,P,24,Arganzuela,2,40.4054452,-3.693616009,441144.57,4472990.16,https://goo.gl/maps/LtHjiwVY5GzGB1dWA,Sábado,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo Delicias, 122",,Paseo,Delicias,P,122,Arganzuela,2,40.39487516,-3.694841268,441031.38,4471817.71,https://goo.gl/maps/GeCJxWDuwCMHGhps8,Sábado,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Embajadores, 274",,Calle,Embajadores,P,274,Arganzuela,2,40.38549013,-3.689209994,441501.1689,4470772.24,https://goo.gl/maps/WRkxZoki5CFQdR3J7,Martes,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo Esperanza, 21",,Paseo,Esperanza,P,21,Arganzuela,2,40.40107013,-3.704289993,440234.9732,4472511.692,https://goo.gl/maps/fEUPTPr6N532vPaJ6,Martes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Fernando Poo, 36",Esquina Divino Vallés,Calle,Fernando Poo,P,36,Arganzuela,2,40.39662013,-3.699859994,440606.9891,4472014.76,https://goo.gl/maps/Kt4QsTjhEvtr7bpWA,Martes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza Francisco Morano, 3",En la rotonda entre las salidas de Paseo Imperial y Paseo de los Pontones,Plaza,Francisco Morano,P,3,Arganzuela,2,40.4046986,-3.716273022,439221.366,4472922.621,https://goo.gl/maps/75kziLvnCz94qUyS8,Sábado,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Fray Luis de León,"Intersección con Calle Juan Sebastián Elcano, 17",Calle,Fray Luis de León,P,S/N,Arganzuela,2,40.40480013,-3.698689994,440713.4576,4472921.948,https://goo.gl/maps/KZYz5HmCzbU2fr738,Martes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Paseo Juan Antonio Vallejo-Nájera Botas,"Intersección con Plaza Ortega y Munilla, detrás de la entrada a la estación de Cercanías de Pirámides",Paseo,Juan Antonio Vallejo-Nájera Botas,P,S/N,Arganzuela,2,40.40285996,-3.711376364,439635.228,4472715.177,https://goo.gl/maps/wKYt7Xd9bux4S4w67,Sábado,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Juan Duque,Intersección con Calle Fósforo,Calle,Juan Duque,P,S/N,Arganzuela,2,40.41010013,-3.719629993,438941.3928,4473524.501,https://goo.gl/maps/hEdUyKzgzfT8U4o77,Martes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza Legazpi, 5",Intersección con Paseo del Molino,Plaza,Legazpi,P,5,Arganzuela,2,40.3907741,-3.694808258,441030.604,4471362.474,https://goo.gl/maps/Myt2ASzDH9eYcoCP9,Sábado,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Méndez Álvaro, 1",Puerta de Atocha,Calle,Méndez Álvaro,P,1,Arganzuela,2,40.40676885,-3.692316724,441255.97,4473136.22,https://goo.gl/maps/GzyZ7Bh2NnF6EWNP8,Martes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Méndez Álvaro, 44",Edificio Repsol,Calle,Méndez Álvaro,P,44,Arganzuela,2,40.39852299,-3.683860815,441966.39,4472215.35,https://goo.gl/maps/xKTu8EzA6uiaBkfeA,Jueves,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo Santa María de la Cabeza, 64",,Paseo,Santa María de la Cabeza,P,64,Arganzuela,2,40.40051605,-3.699861192,440610.311,4472447.205,https://goo.gl/maps/phm6hfmjiaYokQdj7,Sábado,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Cerro de la Plata, 3",,Calle,Cerro de la Plata,P,3,Retiro,3,40.40023273,-3.674613586,442752.58,4472399.1,,Martes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Amado Nervo,Frente al número 12,Calle,Amado Nervo,P,S/N,Retiro,3,40.40922013,-3.674279994,442788.4988,4473396.478,https://goo.gl/maps/QGDyYczjZW5JxKRRA,Jueves,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Doctor Esquerdo, 152",,Calle,Doctor Esquerdo,P,152,Retiro,3,40.40368003,-3.672931679,442898.22,4472780.66,https://goo.gl/maps/p6aiU1kfmzm9jxvw8,Lunes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Doctor Esquerdo, 94","Esquina Avenida de Nazaret, frente al número 125",Calle,Doctor Esquerdo,P,94,Retiro,3,40.41173813,-3.669933119,443159.445,4473673.17,https://goo.gl/maps/4dNMYPb1JZJ7Gccy7,Lunes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Estrella Polar, 22",,Calle,Estrella Polar,P,22,Retiro,3,40.41085914,-3.666186786,443476.57,4473573.2,https://goo.gl/maps/WPowABk8oHt5CrAd6,Lunes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Ibiza, 60",,Calle,Ibiza,P,60,Retiro,3,40.41792013,-3.671159994,443060.5614,4474360.158,https://goo.gl/maps/sQ2x3ZTTaLR7akUcA,Jueves,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Marqués de Lozoya,Frente al número 26,Calle,Marqués de Lozoya,P,S/N,Retiro,3,40.41791013,-3.663209994,443735.0149,4474353.956,https://goo.gl/maps/ne2KAZXswSBAJPZ3A,Jueves,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Avenida Menéndez Pelayo,"Frente al número 29, en la acera de El Retiro",Avenida,Menéndez Pelayo,P,S/N,Retiro,3,40.41864668,-3.679030573,442393.457,4474445.906,https://goo.gl/maps/1QRYeYgcLEcB2s7j6,Lunes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Menéndez Pelayo, 95",,Avenida,Menéndez Pelayo,P,95,Retiro,3,40.40670603,-3.679105448,442376.92,4473120.55,https://goo.gl/maps/qWevta69eYaKAhGGA,Lunes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Montalbán, 7-9",Edificio Ayuntamiento de Madrid,Calle,Montalbán,P,7-9,Retiro,3,40.41821268,-3.690148005,441449.91,4474405.04,https://goo.gl/maps/PiNCz8MMgnLAd6bBA,Martes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Narváez, 82",,Calle,Narváez,P,82,Retiro,3,40.41659121,-3.676571862,442600.3,4474216.15,https://goo.gl/maps/pBnU3fRkigSBmp59A,Lunes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Paseo Reina Cristina,Frente al número 5 (intersección con Calle Julián Gayarre),Paseo,Reina Cristina,P,S/N,Retiro,3,40.40669013,-3.683459994,442007.414,4473121.633,https://goo.gl/maps/6P4XKnqRqActVTJv7,Jueves,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Saliente,Frente al número 10,Calle,Saliente,P,S/N,Retiro,3,40.41890013,-3.666619994,443446.5464,4474466.022,https://goo.gl/maps/dpvjjibPUsLzbR2G9,Lunes,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Seco, 2",,Calle,Seco,P,2,Retiro,3,40.39926602,-3.671943717,442978.33,4472290.07,https://goo.gl/maps/dkrMKUpKNkqotwMR6,Lunes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Téllez, 26",Intersección con Calle León Gil Palacio,Calle,Téllez,P,26,Retiro,3,40.40235013,-3.679429994,442345.6651,4472637.26,https://goo.gl/maps/tbaXsYk2z1tBbCzi7,Jueves,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Valderribas, 25C",,Calle,Valderribas,P,25C,Retiro,3,40.40226013,-3.670239994,443125.4302,4472621.316,https://goo.gl/maps/uuupudVvbyKBAKm5A,Jueves,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Alcalá, 237",Junto a Plaza de Toros de Las Ventas,Calle,Alcalá,P,237,Salamanca,4,40.43116732,-3.663950523,443683.248,4475825.971,,Jueves,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Alcalde Sáinz de Baranda, 92",Fachada Parque Fuente del Berro,Calle,Alcalde Sainz de Baranda,P,92,Salamanca,4,40.42112075,-3.66260693,443788.85,4474709.95,https://goo.gl/maps/JdEsKxXEffHyX3GC8,Jueves,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Berlín, 3",,Calle,Berlín,P,3,Salamanca,4,40.44147013,-3.663359994,443741.9257,4476969.204,https://goo.gl/maps/7Z8VnM61f3ZyvZRJ6,Sábado,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Brescia, 2",Intersección con Calle Biarritz,Calle,Brescia,P,2,Salamanca,4,40.43649844,-3.664382838,443651.029,4476417.999,https://goo.gl/maps/4uPdarffFyV6QW34A,Jueves,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle del Pilar de Zaragoza, 57",Intersección con Calle José Picón,Calle,del Pilar de Zaragoza,P,57,Salamanca,4,40.43575013,-3.671359994,443058.6328,4476339.411,https://goo.gl/maps/rcDNkHyNiyxZrrnz9,Sábado,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Doctor Esquerdo, 47",,Calle,Doctor Esquerdo,P,47,Salamanca,4,40.42316013,-3.668589994,443282.996,4474940.143,https://goo.gl/maps/T1u9NfKrE66TV4BV8,Sábado,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Francisco Silvela,"Intersección con Calle Florestón Aguilar, junto al Parque Eva Duarte",Calle,Francisco Silvela,P,S/N,Salamanca,4,40.4302759,-3.670415455,443134.133,4475731.165,https://goo.gl/maps/E3bcLedPJkSgo7Dt8,Jueves,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle General Díaz Porlier, 41",,Calle,General Díaz Porlier,P,41,Salamanca,4,40.42837013,-3.677029994,442571.4504,4475523.903,https://goo.gl/maps/nbND1crsKbE4Kf569,Sábado,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Goya, 107",,Calle,Goya,P,107,Salamanca,4,40.42480849,-3.673029266,442907.8,4475125.97,https://goo.gl/maps/DQkJqK9azn84PaqK9,Jueves,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Jose Ortega y Gasset, 8",,Calle,Jose Ortega y Gasset,P,8,Salamanca,4,40.43020013,-3.686059994,441807.0592,4475732.941,https://goo.gl/maps/ougsBskwxS19qiiY8,Sábado,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Juan Bravo, 35-37",Intersección con Calle General Pardiñas,Calle,Juan Bravo,P,35-37,Salamanca,4,40.43269013,-3.678079994,442486.0649,4476004.105,https://goo.gl/maps/qTDXbp1BhHeNoUS6A,Sábado,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo Marqués de Zafra, 32",,Paseo,Marqués de Zafra,P,32,Salamanca,4,40.42570533,-3.664329592,443646.536,4475219.933,https://goo.gl/maps/jp5bidSi87Nt7RA59,Jueves,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Narváez, 44",,Calle,Narváez,P,44,Retiro,4,40.41996042,-3.676307861,442625.56,4474589.96,,Jueves,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Velázquez, 48",,Calle,Velázquez,P,48,Salamanca,4,40.42687862,-3.68389872,441987.53,4475362.834,https://goo.gl/maps/rbVTL7xmkAQynDwo8,Jueves,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Velázquez, 89",,Calle,Velázquez,P,89,Salamanca,4,40.4340697,-3.683590638,442019.84,4476160.84,https://goo.gl/maps/GcCz7B7XKhHfTZaB6,Jueves,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Villanueva, 20",Intersección con Calle Claudio Coello,Calle,Villanueva,P,20,Salamanca,4,40.42242013,-3.687069994,441714.6727,4474870.029,https://goo.gl/maps/DmYHeedWhg6A28LXA,Sábado,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Alfonso XIII, 65",,Avenida,Alfonso XIII,P,65,Chamartín,5,40.45413668,-3.667255232,443422.2,4478377.68,https://goo.gl/maps/Va4YKRehdzTcWwAS6,Lunes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Alberto Alcocer, 28",,Avenida,Alberto Alcocer,P,28,Chamartín,5,40.45847985,-3.683840815,442019.601,4478870.532,https://goo.gl/maps/JFKEfYT2BJYHMXfr9,Lunes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Clara del Rey, 21",,Calle,Clara del Rey,P,21,Chamartín,5,40.4410825,-3.672100324,443000.345,4476931.781,https://goo.gl/maps/GTFCNxqyYfsAPEYA7,Jueves,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Plaza del Perú,Intersección con Avenida Pío XII,Plaza,del Perú,P,S/N,Chamartín,5,40.46050652,-3.676366952,442655.011,4479090.612,,Lunes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Doctor Arce, 1",Intersección con Plaza de la República Argentina,Avenida,Doctor Arce,P,1,Chamartín,5,40.44532013,-3.685109994,441900.658,4477410.635,https://goo.gl/maps/1Qj3Qw8avSfRLcHs6,Lunes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Enrique Larreta, 14",,Calle,Enrique Larreta,P,14,Chamartín,5,40.46866386,-3.68659163,441795.159,4480002.772,https://goo.gl/maps/HXRVgZ6UmNkx87sA6,Lunes,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle General López Pozas, 16",,Calle,General López Pozas,P,16,Chamartín,5,40.46533013,-3.685389994,441894.1537,4479631.934,https://goo.gl/maps/MDsNTa7zcuA3W8J6A,Jueves,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Mauricio Legendre, 5",,Calle,Mauricio Legendre,P,5,Chamartín,5,40.46923633,-3.686961477,441764.3,4480066.56,https://goo.gl/maps/HJZnka4S826Ypkoh9,Martes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Padre Claret, 17",,Calle,Padre Claret,P,17,Chamartín,5,40.44748013,-3.664609994,443640.9353,4477637.111,https://goo.gl/maps/zm5pZMqoND8YpJzc6,Lunes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Pío XII, 46",,Avenida,Pío XII,P,46,Chamartín,5,40.46811013,-3.673659994,442890.9594,4479932.861,https://goo.gl/maps/kgCPtMtg1sFYoZWp7,Jueves,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Pradillo, 22",,Calle,Pradillo,P,22,Chamartín,5,40.44865013,-3.673579994,442881.2624,4477772.744,https://goo.gl/maps/TdgxMdnYj5LtQcym9,Lunes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Príncipe de Vergara, 110",,Calle,Príncipe de Vergara,P,110,Chamartín,5,40.43933013,-3.678909994,442421.3294,4476741.685,https://goo.gl/maps/CUyFymftJAWRJEBw6,Lunes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Príncipe de Vergara, 248",,Calle,Príncipe de Vergara,P,248,Chamartín,5,40.45366013,-3.677269994,442572.6179,4478331.248,https://goo.gl/maps/XAEZzrj7uW8NAQTbA,Jueves,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Príncipe de Vergara, 142",,Calle,Príncipe de Vergara,P,142,Chamartín,5,40.44464014,-3.678215136,442484.787,4477330.643,https://goo.gl/maps/VLszDMdcUpkXVXfB6,Jueves,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Santa Hortensia, 2",Intersección con López de Hoyos,Calle,Santa Hortensia,P,2,Chamartín,5,40.44595901,-3.670651482,443127.33,4477472.14,https://goo.gl/maps/FTt6LgGuEKGpvYej7,Jueves,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Santa María Magdalena, 18",,Calle,Santa María Magdalena,P,18,Chamartín,5,40.46299013,-3.670519994,443152.8359,4479362.512,https://goo.gl/maps/VjTL4cn53n6SprTR9,Jueves,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Santo Domingo de Silos, 7",Intersección con Avenida de Concha Espina,Calle,Santo Domingo de Silos,P,7,Chamartín,5,40.45178134,-3.686915621,441753.113,4478129.02,https://goo.gl/maps/329yiS2wP4eMHKem6,Jueves,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Aviador Zorita, 46",,Calle,Aviador Zorita,P,46,Tetuán,6,40.45114155,-3.69802484,440810.54,4478065.39,https://goo.gl/maps/ZWRwkmfrcKF3dhDu8,Miércoles,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Capitán Blanco Argibay, 134",,Calle,Capitán Blanco Argibay,P,134,Tetuán,6,40.46721013,-3.704279993,440294.3535,4479853.22,https://goo.gl/maps/GpurYy6W9ogy7LHv6,Miércoles,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida de Asturias, 6",En la vía de servicio,Avenida,de Asturias,P,6,Tetuán,6,40.46799013,-3.692879994,441261.4807,4479932.152,https://goo.gl/maps/J8GHvxY1LXDDuuGG6,Miércoles,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida de Asturias, 44",,Avenida,de Asturias,P,44,Tetuán,6,40.47081088,-3.696958818,440918.17,4480247.98,https://goo.gl/maps/LrzEmj2MRfsFx1Hv8,Lunes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo de la Dirección, 328",,Paseo,de la Dirección,P,328,Tetuán,6,40.46998013,-3.704079993,440313.7611,4480160.556,https://goo.gl/maps/pBZ2ig9hV4K1LRCq7,Lunes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza de la Remonta, 3",,Plaza,de la Remonta,P,3,Tetuán,6,40.46457158,-3.697613671,440857.184,4479555.852,https://goo.gl/maps/woUAm1UWQJKMXuMQ7,Lunes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Francos Rodríguez, 57",,Calle,Francos Rodríguez,P,57,Tetuán,6,40.45680834,-3.709264743,439862.49,4478702,https://goo.gl/maps/Vkke1gYdTx7N9imy6,Lunes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
